Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Postal_Code,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
91,CA-2016-109806,2016-09-17,2016-09-22,"Standard Class",JS-15685,"Jim Sink",Corporate,"United States","Los Angeles",California,West,90036,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",73.58,2,0.20,8.28
101,CA-2016-158568,2016-08-29,2016-09-02,"Standard Class",RB-19465,"Rick Bensley","Home Office","United States",Chicago,Illinois,Central,60610,TEC-AC-10001767,Technology,Accessories,"SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card",95.98,3,0.20,-10.80
104,US-2015-156867,2015-11-13,2015-11-17,"Standard Class",LC-16870,"Lena Cacioppo",Consumer,"United States",Aurora,Colorado,West,80013,TEC-AC-10001552,Technology,Accessories,"Logitech K350 2.4Ghz Wireless Keyboard",238.90,6,0.20,-26.88
107,CA-2017-119004,2017-11-23,2017-11-28,"Standard Class",JM-15250,"Janet Martin",Consumer,"United States",Charlotte,"North Carolina",South,28205,TEC-AC-10003499,Technology,Accessories,"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive",74.11,8,0.20,17.60
108,CA-2017-119004,2017-11-23,2017-11-28,"Standard Class",JM-15250,"Janet Martin",Consumer,"United States",Charlotte,"North Carolina",South,28205,TEC-PH-10002844,Technology,Phones,"Speck Products Candyshell Flip Case",27.99,1,0.20,2.10
110,CA-2015-129476,2015-10-15,2015-10-20,"Standard Class",PA-19060,"Pete Armstrong","Home Office","United States","Orland Park",Illinois,Central,60462,TEC-AC-10000844,Technology,Accessories,"Logitech Gaming G510s - Keyboard",339.96,5,0.20,67.99
124,CA-2016-103730,2016-06-12,2016-06-15,"First Class",SC-20725,"Steven Cartwright",Consumer,"United States",Wilmington,Delaware,East,19805,TEC-PH-10003875,Technology,Phones,"KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7",68.04,7,0.00,19.73
131,US-2017-164147,2017-02-02,2017-02-05,"First Class",DW-13585,"Dorothy Wardle",Corporate,"United States",Columbus,Ohio,East,43229,TEC-PH-10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",59.97,5,0.40,-11.99
148,CA-2016-114489,2016-12-05,2016-12-09,"Standard Class",JE-16165,"Justin Ellison",Corporate,"United States",Franklin,Wisconsin,Central,53132,TEC-PH-10000215,Technology,Phones,"Plantronics Cordless Phone Headset with In-line Volume - M214C",384.45,11,0.00,103.80
149,CA-2016-114489,2016-12-05,2016-12-09,"Standard Class",JE-16165,"Justin Ellison",Corporate,"United States",Franklin,Wisconsin,Central,53132,TEC-PH-10001448,Technology,Phones,"Anker Astro 15000mAh USB Portable Charger",149.97,3,0.00,6.00
153,CA-2016-158834,2016-03-13,2016-03-16,"First Class",TW-21025,"Tamara Willingham","Home Office","United States",Scottsdale,Arizona,West,85254,TEC-PH-10001254,Technology,Phones,"Jabra BIZ 2300 Duo QD Duo Corded Headset",203.18,2,0.20,15.24
160,CA-2016-114104,2016-11-20,2016-11-24,"Standard Class",NP-18670,"Nora Paige",Consumer,"United States",Edmond,Oklahoma,Central,73034,TEC-PH-10004536,Technology,Phones,"Avaya 5420 Digital phone",944.93,7,0.00,236.23
162,CA-2015-119697,2015-12-28,2015-12-31,"Second Class",EM-13960,"Eric Murdock",Consumer,"United States",Philadelphia,Pennsylvania,East,19134,TEC-AC-10003657,Technology,Accessories,"Lenovo 17-Key USB Numeric Keypad",54.38,2,0.20,1.36
166,CA-2014-139892,2014-09-08,2014-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,Central,78207,TEC-MA-10000822,Technology,Machines,"Lexmark MX611dhe Monochrome Laser Printer",8159.95,8,0.40,-1359.99
171,CA-2014-139892,2014-09-08,2014-09-12,"Standard Class",BM-11140,"Becky Martin",Consumer,"United States","San Antonio",Texas,Central,78207,TEC-PH-10003931,Technology,Phones,"JBL Micro Wireless Portable Bluetooth Speaker",143.98,3,0.20,9.00
182,CA-2014-166191,2014-12-05,2014-12-09,"Second Class",DK-13150,"David Kendrick",Corporate,"United States",Decatur,Illinois,Central,62521,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.74,7,0.20,76.64
183,CA-2014-158274,2014-11-19,2014-11-24,"Second Class",RM-19675,"Robert Marley","Home Office","United States",Monroe,Louisiana,South,71203,TEC-PH-10003273,Technology,Phones,"AT&T TR1909W",503.96,4,0.00,131.03
184,CA-2014-158274,2014-11-19,2014-11-24,"Second Class",RM-19675,"Robert Marley","Home Office","United States",Monroe,Louisiana,South,71203,TEC-PH-10004896,Technology,Phones,"Nokia Lumia 521 (T-Mobile)",149.95,5,0.00,41.99
185,CA-2014-158274,2014-11-19,2014-11-24,"Second Class",RM-19675,"Robert Marley","Home Office","United States",Monroe,Louisiana,South,71203,TEC-AC-10002345,Technology,Accessories,"HP Standard 104 key PS/2 Keyboard",29.00,2,0.00,7.25
187,CA-2014-123260,2014-08-26,2014-08-30,"Standard Class",FM-14290,"Frank Merwin","Home Office","United States","Los Angeles",California,West,90032,TEC-AC-10002323,Technology,Accessories,"SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",176.80,8,0.00,22.98
191,CA-2015-102281,2015-10-12,2015-10-14,"First Class",MP-17470,"Mark Packer","Home Office","United States","New York City","New York",East,10035,TEC-PH-10001552,Technology,Phones,"I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink",71.76,6,0.00,20.09
206,CA-2017-108329,2017-12-09,2017-12-14,"Standard Class",LE-16810,"Laurel Elliston",Consumer,"United States",Whittier,California,West,90604,TEC-PH-10001918,Technology,Phones,"Nortel Business Series Terminal T7208 Digital phone",444.77,4,0.20,44.48
208,CA-2017-135860,2017-12-01,2017-12-07,"Standard Class",JH-15985,"Joseph Holt",Consumer,"United States",Saginaw,Michigan,Central,48601,TEC-PH-10001700,Technology,Phones,"Panasonic KX-TG6844B Expandable Digital Cordless Telephone",131.98,2,0.00,35.63
212,CA-2015-101007,2015-02-09,2015-02-13,"Second Class",MS-17980,"Michael Stewart",Corporate,"United States",Dallas,Texas,Central,75220,TEC-AC-10001266,Technology,Accessories,"Memorex Micro Travel Drive 8 GB",20.80,2,0.20,6.50
215,CA-2015-146262,2015-01-02,2015-01-09,"Standard Class",VW-21775,"Victoria Wilson",Corporate,"United States",Medina,Ohio,East,44256,TEC-PH-10002844,Technology,Phones,"Speck Products Candyshell Flip Case",62.98,3,0.40,-14.70
216,CA-2015-146262,2015-01-02,2015-01-09,"Standard Class",VW-21775,"Victoria Wilson",Corporate,"United States",Medina,Ohio,East,44256,TEC-MA-10000864,Technology,Machines,"Cisco 9971 IP Video Phone Charcoal",1188.00,9,0.70,-950.40
217,CA-2015-146262,2015-01-02,2015-01-09,"Standard Class",VW-21775,"Victoria Wilson",Corporate,"United States",Medina,Ohio,East,44256,TEC-AC-10000109,Technology,Accessories,"Sony Micro Vault Click 16 GB USB 2.0 Flash Drive",89.58,2,0.20,4.48
219,CA-2016-130162,2016-10-28,2016-11-01,"Standard Class",JH-15910,"Jonathan Howell",Consumer,"United States","Los Angeles",California,West,90032,TEC-PH-10002563,Technology,Phones,"Adtran 1202752G1",302.38,3,0.20,22.68
224,CA-2015-169397,2015-12-24,2015-12-27,"First Class",JB-15925,"Joni Blumstein",Consumer,"United States",Dublin,Ohio,East,43017,TEC-MA-10001148,Technology,Machines,"Swingline SM12-08 MicroCut Jam Free Shredder",479.99,4,0.70,-383.99
236,US-2017-100930,2017-04-07,2017-04-12,"Standard Class",CS-12400,"Christopher Schild","Home Office","United States",Tampa,Florida,South,33614,TEC-AC-10003832,Technology,Accessories,"Logitech P710e Mobile Speakerphone",617.98,3,0.20,-7.72
241,CA-2016-157749,2016-06-04,2016-06-09,"Second Class",KL-16645,"Ken Lonsdale",Consumer,"United States",Chicago,Illinois,Central,60610,TEC-PH-10000011,Technology,Phones,"PureGear Roll-On Screen Protector",31.98,2,0.20,11.19
252,CA-2016-145625,2016-09-11,2016-09-17,"Standard Class",KC-16540,"Kelly Collister",Consumer,"United States","San Diego",California,West,92037,TEC-AC-10003832,Technology,Accessories,"Logitech P710e Mobile Speakerphone",3347.37,13,0.00,636.00
258,US-2015-159982,2015-11-28,2015-12-04,"Standard Class",DR-12880,"Dan Reichenbach",Corporate,"United States",Chicago,Illinois,Central,60623,TEC-PH-10001580,Technology,Phones,"Logitech Mobile Speakerphone P710e - speaker phone",647.90,6,0.20,56.69
259,CA-2017-163139,2017-12-01,2017-12-03,"Second Class",CC-12670,"Craig Carreira",Consumer,"United States","New York City","New York",East,10009,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",20.37,3,0.00,6.93
263,US-2014-106992,2014-09-19,2014-09-21,"Second Class",SB-20290,"Sean Braxton",Corporate,"United States",Houston,Texas,Central,77036,TEC-MA-10000822,Technology,Machines,"Lexmark MX611dhe Monochrome Laser Printer",3059.98,3,0.40,-510.00
264,US-2014-106992,2014-09-19,2014-09-21,"Second Class",SB-20290,"Sean Braxton",Corporate,"United States",Houston,Texas,Central,77036,TEC-MA-10003353,Technology,Machines,"Xerox WorkCentre 6505DN Laser Multifunction Printer",2519.96,7,0.40,-252.00
265,CA-2016-125318,2016-06-06,2016-06-13,"Standard Class",RC-19825,"Roy Collins",Consumer,"United States",Chicago,Illinois,Central,60610,TEC-PH-10001433,Technology,Phones,"Cisco Small Business SPA 502G VoIP phone",328.22,4,0.20,28.72
266,CA-2015-155040,2015-11-10,2015-11-15,"Standard Class",AH-10210,"Alan Hwang",Consumer,"United States",Brentwood,California,West,94513,TEC-AC-10004469,Technology,Accessories,"Microsoft Sculpt Comfort Mouse",79.90,2,0.00,35.16
272,CA-2015-155334,2015-07-30,2015-07-31,"First Class",HA-14920,"Helen Andreada",Consumer,"United States","San Francisco",California,West,94109,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",209.93,7,0.00,92.37
282,US-2015-161991,2015-09-26,2015-09-28,"Second Class",SC-20725,"Steven Cartwright",Consumer,"United States",Houston,Texas,Central,77070,TEC-PH-10001760,Technology,Phones,"Bose SoundLink Bluetooth Speaker",1114.40,7,0.20,376.11
285,CA-2015-130883,2015-09-26,2015-10-02,"Standard Class",TB-21520,"Tracy Blumstein",Consumer,"United States",Portland,Oregon,West,97206,TEC-AC-10001956,Technology,Accessories,"Microsoft Arc Touch Mouse",239.80,5,0.20,47.96
292,CA-2016-110772,2016-11-20,2016-11-24,"Second Class",NZ-18565,"Nick Zandusky","Home Office","United States",Columbus,Ohio,East,43229,TEC-AC-10002001,Technology,Accessories,"Logitech Wireless Gaming Headset G930",255.98,2,0.20,54.40
315,CA-2014-167850,2014-08-09,2014-08-16,"Standard Class",AG-10525,"Andy Gerbode",Corporate,"United States","Saint Petersburg",Florida,South,33710,TEC-PH-10002398,Technology,Phones,"AT&T 1070 Corded Phone",178.38,2,0.20,22.30
319,CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Nathan Mautz","Home Office","United States","New York City","New York",East,10024,TEC-MA-10002927,Technology,Machines,"Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",3991.98,2,0.00,1995.99
320,CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Nathan Mautz","Home Office","United States","New York City","New York",East,10024,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",275.94,6,0.00,80.02
321,CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Nathan Mautz","Home Office","United States","New York City","New York",East,10024,TEC-AC-10000892,Technology,Accessories,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router",360.00,4,0.00,129.60
325,CA-2016-162138,2016-04-23,2016-04-27,"Standard Class",GK-14620,"Grace Kelly",Corporate,"United States",Hesperia,California,West,92345,TEC-AC-10001908,Technology,Accessories,"Logitech Wireless Headset h800",99.99,1,0.00,35.00
327,US-2016-141544,2016-08-30,2016-09-01,"First Class",PO-18850,"Patrick O'Brill",Consumer,"United States",Philadelphia,Pennsylvania,East,19143,TEC-PH-10003645,Technology,Phones,"Aastra 57i VoIP phone",290.90,3,0.40,-67.88
332,US-2016-150147,2016-04-25,2016-04-29,"Second Class",JL-15850,"John Lucas",Consumer,"United States",Philadelphia,Pennsylvania,East,19134,TEC-PH-10004614,Technology,Phones,"AT&T 841000 Phone",82.80,2,0.40,-20.70
336,CA-2015-137946,2015-09-01,2015-09-04,"Second Class",DB-13615,"Doug Bickford",Consumer,"United States","Los Angeles",California,West,90045,TEC-CO-10001449,Technology,Copiers,"Hewlett Packard LaserJet 3310 Copier",959.98,2,0.20,335.99
344,CA-2014-122336,2014-04-13,2014-04-17,"Second Class",JD-15895,"Jonathan Doherty",Corporate,"United States",Philadelphia,Pennsylvania,East,19140,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2" x 4 1/2" x 1", White",71.93,12,0.40,8.39
346,CA-2017-169901,2017-06-15,2017-06-19,"Standard Class",CC-12550,"Clay Cheatham",Consumer,"United States","San Francisco",California,West,94122,TEC-PH-10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",47.98,3,0.20,4.80
350,CA-2016-129714,2016-09-01,2016-09-03,"First Class",AB-10060,"Adam Bellavance","Home Office","United States","New York City","New York",East,10009,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",6.79,1,0.00,2.31
374,US-2014-119137,2014-07-23,2014-07-27,"Standard Class",AG-10900,"Arthur Gainer",Consumer,"United States",Tucson,Arizona,West,85705,TEC-AC-10003911,Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",1023.94,8,0.20,179.19
376,US-2014-119137,2014-07-23,2014-07-27,"Standard Class",AG-10900,"Arthur Gainer",Consumer,"United States",Tucson,Arizona,West,85705,TEC-AC-10002076,Technology,Accessories,"Microsoft Natural Keyboard Elite",479.04,10,0.20,-29.94
384,CA-2015-125395,2015-06-26,2015-06-29,"Second Class",LA-16780,"Laura Armstrong",Corporate,"United States",Taylor,Michigan,Central,48180,TEC-AC-10004708,Technology,Accessories,"Sony 32GB Class 10 Micro SDHC R40 Memory Card",41.90,2,0.00,8.80
386,US-2015-168935,2015-11-27,2015-12-02,"Standard Class",DO-13435,"Denny Ordway",Consumer,"United States","Pembroke Pines",Florida,South,33024,TEC-AC-10002335,Technology,Accessories,"Logitech Media Keyboard K200",83.98,3,0.20,-1.05
387,CA-2015-122756,2015-12-03,2015-12-07,"Standard Class",DK-13225,"Dean Katz",Corporate,"United States",Philadelphia,Pennsylvania,East,19140,TEC-MA-10001681,Technology,Machines,"Lexmark MarkNet N8150 Wireless Print Server",482.34,4,0.70,-337.64
391,CA-2017-101798,2017-12-11,2017-12-15,"Standard Class",MV-18190,"Mike Vittorini",Consumer,"United States","New York City","New York",East,10009,TEC-AC-10001998,Technology,Accessories,"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",39.98,2,0.00,13.59
392,US-2014-135972,2014-09-21,2014-09-23,"Second Class",JG-15115,"Jack Garza",Consumer,"United States","Des Moines",Washington,West,98198,TEC-PH-10003012,Technology,Phones,"Nortel Meridian M3904 Professional Digital phone",246.38,2,0.20,27.72
393,US-2014-135972,2014-09-21,2014-09-23,"Second Class",JG-15115,"Jack Garza",Consumer,"United States","Des Moines",Washington,West,98198,TEC-CO-10002313,Technology,Copiers,"Canon PC1080F Personal Copier",1799.97,3,0.00,701.99
402,CA-2016-108987,2016-09-08,2016-09-10,"Second Class",AG-10675,"Anna Gayman",Consumer,"United States",Houston,Texas,Central,77036,TEC-AC-10000158,Technology,Accessories,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",57.58,2,0.20,0.72
406,CA-2017-117457,2017-12-08,2017-12-12,"Standard Class",KH-16510,"Keith Herrera",Consumer,"United States","San Francisco",California,West,94110,TEC-AC-10000158,Technology,Accessories,"Sony 64GB Class 10 Micro SDHC R40 Memory Card",179.95,5,0.00,37.79
407,CA-2017-117457,2017-12-08,2017-12-12,"Standard Class",KH-16510,"Keith Herrera",Consumer,"United States","San Francisco",California,West,94110,TEC-CO-10004115,Technology,Copiers,"Sharp AL-1530CS Digital Copier",1199.98,3,0.20,434.99
422,CA-2014-142048,2014-06-22,2014-06-25,"First Class",JE-15745,"Joel Eaton",Consumer,"United States",Louisville,Colorado,West,80027,TEC-AC-10004114,Technology,Accessories,"KeyTronic 6101 Series - Keyboard - Black",196.75,6,0.20,56.57
428,CA-2014-101476,2014-09-12,2014-09-13,"First Class",SD-20485,"Shirley Daniels","Home Office","United States","New Rochelle","New York",East,10801,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,1,0.00,30.10
431,US-2016-123750,2016-04-15,2016-04-21,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",South,28052,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",408.74,7,0.20,76.64
432,US-2016-123750,2016-04-15,2016-04-21,"Standard Class",RB-19795,"Ross Baird","Home Office","United States",Gastonia,"North Carolina",South,28052,TEC-AC-10004659,Technology,Accessories,"Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB",291.96,5,0.20,54.74
436,US-2014-150574,2014-12-19,2014-12-25,"Standard Class",MK-18160,"Mike Kennedy",Consumer,"United States",Jacksonville,Florida,South,32216,TEC-AC-10002600,Technology,Accessories,"Belkin QODE FastFit Bluetooth Keyboard",247.80,5,0.20,-18.59
437,CA-2016-147375,2016-06-12,2016-06-14,"Second Class",PO-19180,"Philisse Overcash","Home Office","United States",Chicago,Illinois,Central,60623,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.98,3,0.30,43.20
453,CA-2016-166674,2016-04-01,2016-04-03,"Second Class",RB-19360,"Raymond Buch",Consumer,"United States",Auburn,"New York",East,13021,TEC-PH-10002365,Technology,Phones,"Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S",35.12,4,0.00,9.13
456,CA-2016-100153,2016-12-13,2016-12-17,"Standard Class",KH-16630,"Ken Heidel",Corporate,"United States",Norman,Oklahoma,Central,73071,TEC-AC-10001772,Technology,Accessories,"Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive",63.88,4,0.00,24.91
461,CA-2015-109638,2015-12-15,2015-12-22,"Standard Class",JH-15985,"Joseph Holt",Consumer,"United States",Seattle,Washington,West,98115,TEC-AC-10004571,Technology,Accessories,"Logitech G700s Rechargeable Gaming Mouse",899.91,9,0.00,377.96
474,CA-2014-144666,2014-11-09,2014-11-11,"Second Class",JP-15520,"Jeremy Pistek",Consumer,"United States","San Francisco",California,West,94110,TEC-PH-10002680,Technology,Phones,"Samsung Galaxy Note 3",703.97,4,0.20,88.00
478,CA-2016-103891,2016-07-12,2016-07-19,"Standard Class",KH-16690,"Kristen Hastings",Corporate,"United States","Los Angeles",California,West,90008,TEC-PH-10000149,Technology,Phones,"Cisco SPA525G2 IP Phone - Wireless",95.76,6,0.20,7.18
482,CA-2014-134677,2014-10-06,2014-10-10,"Standard Class",XP-21865,"Xylona Preis",Consumer,"United States","San Diego",California,West,92024,TEC-AC-10001445,Technology,Accessories,"Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink",9.09,3,0.00,1.91
484,CA-2014-127691,2014-07-22,2014-07-27,"Standard Class",EM-14065,"Erin Mull",Consumer,"United States","New York City","New York",East,10024,TEC-AC-10002567,Technology,Accessories,"Logitech G602 Wireless Gaming Mouse",159.98,2,0.00,57.59
487,CA-2017-140963,2017-06-10,2017-06-13,"First Class",MT-18070,"Michelle Tran","Home Office","United States","Los Angeles",California,West,90045,TEC-PH-10001924,Technology,Phones,"iHome FM Clock Radio with Lightning Dock",279.96,5,0.20,17.50
488,CA-2014-154627,2014-10-29,2014-10-31,"First Class",SA-20830,"Sue Ann Reed",Consumer,"United States",Chicago,Illinois,Central,60610,TEC-PH-10001363,Technology,Phones,"Apple iPhone 5S",2735.95,6,0.20,341.99
489,CA-2014-133753,2014-06-09,2014-06-13,"Second Class",CW-11905,"Carl Weiss","Home Office","United States",Huntsville,Texas,Central,77340,TEC-PH-10000376,Technology,Phones,"Square Credit Card Reader",7.99,1,0.20,0.60
490,CA-2014-133753,2014-06-09,2014-06-13,"Second Class",CW-11905,"Carl Weiss","Home Office","United States",Huntsville,Texas,Central,77340,TEC-AC-10000303,Technology,Accessories,"Logitech M510 Wireless Mouse",63.98,2,0.20,10.40
494,CA-2016-169166,2016-05-09,2016-05-14,"Standard Class",SS-20590,"Sonia Sunley",Consumer,"United States",Seattle,Washington,West,98115,TEC-AC-10000991,Technology,Accessories,"Sony Micro Vault Click 8 GB USB 2.0 Flash Drive",93.98,2,0.00,13.16
512,CA-2017-135307,2017-11-26,2017-11-27,"First Class",LS-17245,"Lynn Smith",Consumer,"United States",Gladstone,Missouri,Central,64118,TEC-AC-10002399,Technology,Accessories,"SanDisk Cruzer 32 GB USB Flash Drive",38.04,2,0.00,12.17
516,CA-2017-127432,2017-01-22,2017-01-27,"Standard Class",AD-10180,"Alan Dominguez","Home Office","United States","Great Falls",Montana,West,59405,TEC-CO-10003236,Technology,Copiers,"Canon Image Class D660 Copier",2999.95,5,0.00,1379.98
520,CA-2015-157812,2015-03-22,2015-03-26,"Standard Class",DB-13210,"Dean Braden",Consumer,"United States",Houston,Texas,Central,77041,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.39,1,0.20,5.29
524,US-2016-139486,2016-05-21,2016-05-23,"First Class",LH-17155,"Logan Haushalter",Consumer,"United States","Los Angeles",California,West,90032,TEC-PH-10003555,Technology,Phones,"Motorola HK250 Universal Bluetooth Headset",55.18,3,0.20,-12.41
525,US-2016-139486,2016-05-21,2016-05-23,"First Class",LH-17155,"Logan Haushalter",Consumer,"United States","Los Angeles",California,West,90032,TEC-AC-10003832,Technology,Accessories,"Imation 16GB Mini TravelDrive USB 2.0 Flash Drive",66.26,2,0.00,27.17
534,CA-2016-168753,2016-05-29,2016-06-01,"Second Class",RL-19615,"Rob Lucas",Consumer,"United States",Montgomery,Alabama,South,36116,TEC-PH-10000984,Technology,Phones,"Panasonic KX-TG9471B",979.95,5,0.00,274.39
541,CA-2014-140795,2014-02-01,2014-02-03,"First Class",BD-11500,"Bradley Drucker",Consumer,"United States","Green Bay",Wisconsin,Central,54302,TEC-AC-10001432,Technology,Accessories,"Enermax Aurora Lite Keyboard",468.90,6,0.00,206.32
542,CA-2016-136924,2016-07-14,2016-07-17,"First Class",ES-14080,"Erin Smith",Corporate,"United States",Tucson,Arizona,West,85705,TEC-PH-10002262,Technology,Phones,"LG Electronics Tone+ HBS-730 Bluetooth Headset",380.86,8,0.20,38.09
544,CA-2014-103849,2014-05-11,2014-05-16,"Standard Class",PG-18895,"Paul Gonzalez",Consumer,"United States","Fort Worth",Texas,Central,76106,TEC-AC-10001465,Technology,Accessories,"SanDisk Cruzer 64 GB USB Flash Drive",58.11,2,0.20,7.26
